subject,response
study2_170,"{""Q0"":1,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":1,""Q20"":2,""Q21"":0,""Q22"":1}"
study2_169,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_168,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":"""",""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_167,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":3,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_166,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":0}"
study2_165,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":3,""Q22"":0}"
study2_164,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":0,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_163,"{""Q0"":0,""Q1"":1,""Q2"":0,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_162,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":"""",""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_161,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_160,"{""Q0"":3,""Q1"":2,""Q2"":1,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":0,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_159,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":"""",""Q22"":1}"
study2_158,"{""Q0"":0,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_157,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_156,"{""Q0"":2,""Q1"":0,""Q2"":2,""Q3"":3,""Q4"":0,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":3,""Q15"":1,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_155,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":1,""Q15"":2,""Q16"":"""",""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_154,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":"""",""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":3,""Q22"":1}"
study2_153,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":"""",""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_152,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":1,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":3}"
study2_151,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_150,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_149,"{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":"""",""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_148,"{""Q0"":3,""Q1"":0,""Q2"":2,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":1,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_147,"{""Q0"":1,""Q1"":0,""Q2"":2,""Q3"":0,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":3,""Q19"":1,""Q20"":3,""Q21"":1,""Q22"":1}"
study2_146,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_145,"{""Q0"":1,""Q1"":3,""Q2"":3,""Q3"":"""",""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":"""",""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_144,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_143,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_142,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":0,""Q22"":3}"
study2_141,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_140,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_139,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_138,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":0,""Q19"":1,""Q20"":0,""Q21"":2,""Q22"":1}"
study2_137,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":3,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_136,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_135,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_134,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_133,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":2,""Q16"":1,""Q17"":0,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_132,"{""Q0"":1,""Q1"":3,""Q2"":1,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":2,""Q16"":1,""Q17"":3,""Q18"":1,""Q19"":3,""Q20"":1,""Q21"":3,""Q22"":0}"
study2_131,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":3,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":1,""Q19"":3,""Q20"":0,""Q21"":3,""Q22"":2}"
study2_130,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":3,""Q21"":1,""Q22"":3}"
study2_129,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_128,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":3,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_127,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_126,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":0,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":3,""Q19"":0,""Q20"":2,""Q21"":3,""Q22"":1}"
study2_125,"{""Q0"":3,""Q1"":1,""Q2"":0,""Q3"":0,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":0,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_124,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":"""",""Q8"":2,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_123,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_122,"{""Q0"":1,""Q1"":0,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":"""",""Q21"":1,""Q22"":0}"
study2_121,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":2,""Q22"":1}"
study2_120,"{""Q0"":3,""Q1"":0,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":0,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":"""",""Q21"":3,""Q22"":2}"
study2_119,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":2,""Q7"":0,""Q8"":2,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_118,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":2,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_117,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_116,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_115,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_114,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":"""",""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":"""",""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_113,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_112,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_111,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":0,""Q7"":0,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_110,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":"""",""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":3,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_109,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":1,""Q17"":3,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":3}"
study2_108,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_107,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_106,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_105,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":1,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_104,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_103,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_102,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_101,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":0,""Q21"":3,""Q22"":1}"
study2_100,"{""Q0"":2,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":1}"
study2_99,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":3,""Q22"":0}"
